country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Sudan,48,Unknown,KWh per capita,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,79.04,66.2,77.58,82.01,82.69,97.83,109.41,118.52,129.9,149.98,175.25,190.23,211.47,214.25,257.3,252.53,316.18,296.26,330.06,334.46,335.8,319.36,,,
Tanzania,49,Unknown,KWh per capita,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,56.76,59.03,64.42,65.44,70.88,66.07,65.68,74.18,83.15,69.76,88.77,83.98,90.48,95.5,95.26,96.41,99.44,101.21,98.27,100.46,103.04,119.96,,,
Togo,50,Unknown,KWh per capita,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,93.76,97.62,95.4,100.9,105.34,107.33,106.72,101.04,103.38,123.37,128.71,137.89,148.85,152.21,159.08,167.73,164.07,231.09,155.06,155.94,157.02,171.8,,,
Tunisia,51,Unknown,KWh per capita,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,925.75,981.43,1010.31,1048.42,1103.16,1111.41,1160.44,1182.94,1225.87,1208.73,1273.6,1230.22,1321.43,1337.14,1363.08,1381.25,1365.34,1397.22,1391.75,1436.55,1484.7,1472.55,,,
Uganda,52,Unknown,KWh per capita,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,16.03,15.45,16.12,16.33,16.82,16.54,13.38,16.07,17.72,16.53,17.56,15.55,15.03,20.97,20.27,20.13,20.1,65.66,69.32,69.88,71.05,74,,,
Zambia,53,Unknown,KWh per capita,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,573.53,593.86,618.23,636.67,657.45,663.95,674.13,633.9,560.52,541.01,562.38,600.85,701.98,715.76,686.19,700.06,654.44,662.55,742.8,753.34,765.14,657.83,,,
Zimbabwe,54,Unknown,KWh per capita,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,858.6,826.93,825.48,820.65,791.78,804.4,784.12,676.9,551.54,510.62,523.06,559.06,532.33,550.33,534.53,477.96,461.08,462.79,502.74,507.46,512.6,483.92,,,
Algeria,1,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Angola,2,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Benin,3,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,4,3,3,1,1,1,1,1,1,1.01,1.02,1.03,1.03,1.04,1.05,1.06,,,
Botswana,4,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Burkina Faso,5,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,,,
Burundi,6,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cameroon,7,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cape Verde,8,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Central African Republic,9,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,9,9,71,59,61,62.22,68,72,3,4,4.1,4.19,4.29,4.38,4.42,,,
Chad,10,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Comoros,11,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo Democratic Republic,12,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,22,22.67,23.61,24.84,26.36,26.63,,,
Congo Republic,13,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cote d'Ivoire,14,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7,0,0,0,107,110,112,115,118,73,63,64,64,68,70,105,173,185.71,61.12,65.93,71.08,71.79,,,
Djibouti,15,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Egypt,16,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Equatorial Guinea,17,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Eritrea,18,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Eswatini,19,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,151,333.44,142,125,178,259,285,276,320,347.22,352.46,358.2,284,289.1,294.45,237.6,,,
Ethiopia,20,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Gabon,21,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7,7,7,7,7,7,7,7,7,8,9,9,9.93,10.22,10,10.79,12,13,7,7.6,8.24,8.32,,,
Gambia,22,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Ghana,23,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Guinea,24,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Guinea Bissau,25,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Kenya,26,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,220,220,220,321,321,321,321,321,321,321,316,316,217.36,17,136,122,123,126.01,129,132,134.99,162.8,,,
Lesotho,27,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Liberia,28,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Libya,29,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Madagascar,30,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26.38,27.1,28.18,24.72,,,
Malawi,31,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Mali,32,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,54.7,57.56,60.58,67.16,70.77,71.15,57.2,,,
Mauritania,33,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Mauritius,34,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,410,450,430,430,450,430,420,440,460,460,550.4,664.87,673.51,492.79,477,530,516,541.15,567.68,595.74,625.5,420.61,,,
Morocco,35,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3.02,3.05,3.08,3.11,3.15,0,,,
Mozambique,36,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Namibia,37,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Niger,38,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Nigeria,39,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.29,,,
Rwanda,40,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2.02,2.05,2.07,2.1,2.13,2.15,,,
Sao Tome and Principe,41,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Senegal,42,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,51,51,51,54,42,51,51,38,30,50,52,53,52,59,62,73,63,66.27,88.55,93.39,93.92,123.6,,,
Seychelles,43,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14.13,14.38,14.74,15.21,15.79,16.48,16.65,,,
Sierra Leone,44,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Somalia,45,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
South Africa,46,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,307,307,259,259,262,265,268,271,274,277,281,280.32,280.32,298,303,259,260,297.05,301.35,309.77,318.47,345.36,,,
South Sudan,47,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sudan,48,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Tanzania,49,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,18,25,19,21,22,21,22.65,24.63,24.87,25.13,25.41,76.22,,,
Togo,50,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,1,1,2,2,2,3,10,2,2,2,2,2,5,5,5.14,5.28,5.44,5.62,5.8,5.8,4.07,,,
Tunisia,51,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21.52,22.28,23.28,24.55,0,,,
Uganda,52,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,80,80,80,90,100,144.54,144.54,175.2,175,187.47,202.2,149.77,351.63,355.26,359.37,362.96,,,
Zambia,53,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Zimbabwe,54,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,126,126,126,130,130,148,158,173,144,129,121,131.75,143.78,157.3,158.83,9.57,,,
Algeria,1,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,25358,26556,27591,29571,30634,33360,35008,36970,39753,42427,42663,51062.41,56776,59560,63988,68576,70663,75381.97,75879.99,79441.47,83299.23,84709.51,,,
Angola,2,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,533,587,634,754,752,906,294,720,796,999,1745,1644,1709.76,3449,4439,4572,4546,3066.76,2702.25,2751.81,2803.54,2857.48,,,
Benin,3,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,132,127,151,159,178,235,324,406,229,138,150,153,160,172,239,323,335,324.56,216.91,221.65,226.5,917.11,,,
Botswana,4,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,947,949,842,1113,991,971,1042,659,583,444,430,693.79,2249.57,1906,2312,2966,2686,2720.42,3057.45,3101.81,3149.36,3656.46,,,
Burkina Faso,5,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,302,320,308,349,372,390,467.73,501.3,483.47,567.49,447.83,530.27,381.89,625.23,722,1709.92,1800.52,1447.88,889.43,948.49,1012.82,1420.93,,,
Burundi,6,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2,2,2,2,2,2,2,2,2,2,11,2,4.38,4.38,4,4.12,4.25,73.84,73.84,74.62,75.66,76.92,,,
Cameroon,7,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,38,67,119,156,190,232,235,1320,1372,1716,1580,1537,1574.33,1613,1518,3581,3753,3798.48,3985.97,4045.52,4111.12,4182.66,,,
Cape Verde,8,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,130,149,165,182,200,216,229,246,264,274,280,280,290.4,290.4,315,322.37,330.1,407.99,418.35,429.34,440.97,453.28,,,
Central African Republic,9,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,23,24,24,24,25,28,29,24,24,24,25,25,26.5,0.7,1,1,1,1.02,1.96,1.99,2.03,2.06,,,
Chad,10,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,92,87,87,88,91,100,104,99,97,97,100,203,235,269.26,286,289.88,294.09,298.62,303.47,308.61,314.06,367.19,,,
Comoros,11,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,18,26,28,35,44,48,40,47,33,32,32,54.6,57.33,60.2,60,62.32,64.96,67.79,70.84,71.17,74.56,78.21,,,
Congo Democratic Republic,12,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,19,18,19,21,22,23,24,7,17,5.69,9,21,9.07,8.9,11,16,14,14.22,22.75,23.11,23.49,7.71,,,
Congo Republic,13,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1,1,1,54,63,73,76,72,86,196,355,502,522.26,543.34,788,805.51,794,817.04,1525.74,1584.16,1654.34,2373.77,,,
Cote d'Ivoire,14,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3036,3085,3578,3261,3655,4133,4034,3719,3784,3656,4278,4261,7015.66,7015.66,6303,7254,8551,8956.52,7035.91,7393.68,7778.17,8617.38,,,
Djibouti,15,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,180,179,188,188,202,240,263,274,315,319,325,325,345.06,79.54,352,360.86,370.18,569.4,29.87,30.67,31.46,32.23,,,
Egypt,16,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,61667,66120,71860,76127,81796,95494,101866,108788,108788,125004,132045,132045,142468,142468,156206,170549,178641,180692.14,182832.97,185061.09,187374.83,184973.8,,,
Equatorial Guinea,17,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,40,52,56,69,73,78,83,87,87,87,39,35.95,39.95,35.95,35,33.11,41.9,27.99,29.55,31.15,32.8,928.2,,,
Eritrea,18,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,209,232,258,276,282,288,267,286,285,293,309,335,382.64,361,386,404,419,432,445.69,460.11,475.32,371.83,,,
Eswatini,19,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,259,259,252,255,235,233,263,264,256,256,260,315.36,315.36,123.7,315,322.45,330.88,339.67,348.83,358.38,368.34,40.7,,,
Ethiopia,20,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,23,19,40,39,47,45,40,162,418,434,31,11,12,8,3,4,4.03,4.35,4.68,5.01,5.35,5,,,
Gabon,21,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,330.95,317.92,341.31,414.26,445.97,558.78,527.19,734.98,756.17,717.71,855.1,1010.4,1023.8,1320,2408.89,2502.52,2147.5,2168.23,1561.9,1578.46,1595.6,1458.72,,,
Gambia,22,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,111,127,142,158,174,191,163,220,222,155,203,203,236.43,236.43,304,309.77,315.88,322.33,329.12,336.26,343.76,351.62,,,
Ghana,23,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,614,1250,2237,1996,758,1159,2811,3251,2129,2081,3171,3639,3953,4635,4572,5643,7435,8424,8703.67,9017.28,9366.61,14392.56,,,
Guinea,24,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,337,387,395,469,393,392,387,409,443,445,450,450,598.49,598.49,521,544.18,568.74,594.79,732.26,767.39,805.31,846.29,,,
Guinea Bissau,25,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,20,20,19,17,23,60,62,66,65,67,67,101.45,74.59,74.59,136,143.91,153.06,163.59,175.7,189.65,205.76,248.02,,,
Kenya,26,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2129,1508,1023,922,1458,1770,2299,1840,2426,3029,2287,2569,3274.28,2726,1714,1205,2020,2426.37,2075.74,2118.02,2161.25,829.4,,,
Lesotho,27,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.81,,,
Liberia,28,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,30.7,31.8,31.8,30.1,31,31.8,33,33.2,11.85,19.55,29.51,38.85,39.85,39.85,104,107.72,112.06,117.05,122.73,129.17,136.44,165.54,,,
Libya,29,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,15300,15376,15345,18943,20202,22500,23992,25694,28667,30426,32753,28648.66,31173.77,37913,37731,37503,36422,37404.52,38435.2,39516.3,40650.31,76440.1,,,
Madagascar,30,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,240,269,245,286,346,341,366,333,540,501,478,1482.19,1511.84,1542.07,1573,1678.43,1690.74,1444.67,1564,1699.26,1853.31,1000.13,,,
Malawi,31,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,181,185,193,175,193,206,212,218,242,240,210,6,6.6,43.38,8,8.12,8.24,8.36,8.46,8.57,8.67,218,,,
Mali,32,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,517,562,451,399,552,575,611,698,764,844,944,952.87,863.99,1796.03,1320.35,1424.66,1542.86,1561.88,1704.01,1866.19,2052.34,6369.76,,,
Mauritania,33,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,198,244,467,434,474,450,535,552,619,275.39,316.43,317.51,355.54,334.53,479,498.32,518.72,540.29,563.13,587.35,613.07,640.44,,,
Mauritius,34,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1176,1281,1326,1424,1479,1602,1718,1798,1845,1850,2035,1736.1,1757.33,2291.32,2341,2316,2378,2420.46,2464.53,2510.24,2984.03,2260.21,,,
Morocco,35,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,13371,15038,16169,16448,17521,21012,21408,19312,19597,18412,19545,22308,23811.8,22663,25185,25108,25776,26874.93,27965.76,28550.87,29159.11,33120.26,,,
Mozambique,36,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,13,44,38,37,45,21,22,13,13,17,18,20,20.67,318.21,1568.71,2706,3123,2930.11,3108.65,3338.96,3629.7,3347.18,,,
Namibia,37,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,34,47,47,47,51,51,0,130,130,81,58,38.61,40.93,59,13,34,62,65.37,68.96,72.8,73.21,71.5,,,
Niger,38,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,205,180,192,197,208,232,218,2141,230,248,250,342.32,399.21,448,439,527,521,551.8,522.75,544.91,568.33,698.41,,,
Nigeria,39,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,9099,8533,8234,12578,15934,15588,15396,16751,15389,15248,19747,21384,20084.17,23557,25044,25708,25311,25748.11,26204.9,26681.47,27178.04,64422.59,,,
Rwanda,40,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3,2,2,3,8,47,122,116,115,140,170,190,195.7,255.88,308,311.44,315.32,319.59,324.25,329.28,334.68,331.66,,,
Sao Tome and Principe,41,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,8,20,24,24,29,8,8,31,20,20,20,18,17.7,17.87,18,18.34,18.69,81.85,83.68,85.82,88.27,91.05,,,
Senegal,42,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1476,1651,1530,1489,1659,1902,1958,2125,2172,2519,2724,2651,2585.59,3126,3273,3706,3981,4075.91,4243.3,4352.39,4468.17,5550.96,,,
Seychelles,43,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,178,180,205,210,212,217,237,255,253,259,283,400,404,408.04,412,423.3,435.3,448.03,461.52,475.8,490.93,583.86,,,
Sierra Leone,44,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,74,116,132,119,96,60,35,39,40,42,45,45,45,45,142,152.18,163.85,177.26,192.7,210.56,231.32,100.35,,,
Somalia,45,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,235,245,258,263,263,273,282,292,301,305,310,312.36,331.1,350.97,372,382.9,394.33,406.32,418.91,432.13,446.02,460.62,,,
South Africa,46,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,193419,196539,203277,194046,203566,206629,214347,222932,218690,222603,227552.38,257857.44,235765.63,237349,232451,228566,226667,231630.02,236718.02,241939.02,247301.05,253132.77,,,
South Sudan,47,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,157.68,175.2,470,486,576,437,539.14,538.15,547.72,558.47,548.64,,,
Sudan,48,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1386,1572,1806,2191,2360,2360,2841,2841,4041,3137,1297,3416.4,3460.2,1969,2463,4627,6378,6558.63,6757.96,6976.56,7215.3,7475.23,,,
Tanzania,49,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,334,233,258,110,122,1258,1340,1664,1759,1844,2532,4204.8,4292.58,4188,3589,4244,4586,4684.62,5391.96,5524.3,5668.38,4829.67,,,
Togo,50,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,75,73,66,52,103,113,127,92,30,31,32,34,111.1,17,20,20,23,594.1,386.7,390.77,395.44,597.79,,,
Tunisia,51,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,10008,10776,11187,11491,12257,12818,13291,13876,14508,15075,15906.52,16331.85,17746.47,17943.84,18458.16,18904,19002,19989.94,19757.54,20058.41,23161.3,20999.2,,,
Uganda,52,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6,6,7,5,2,63,353,508,556,703,821,546.62,546.62,613.2,613,634.86,658.61,241.99,207.33,215.07,222.93,52.33,,,
Zambia,53,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,48,50,50,21,21,55,0,30,30,32,31,780.6,780.6,19,410,404,670,683.53,699.16,716.87,736.7,2437.6,,,
Zimbabwe,54,Unknown,GWh,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3736,4928,4763,3440,4373,4320,4224,3967,3727,3676,2089,2916.99,2916.99,4408,4451,4590,3947,4101.33,4262.14,4430.02,4605.59,2945.73,,,
