,country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
973,Angola,2,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,429.78,432.98,432.98,432.98,694.98,694.98,695.99,985.99,1020.09,1020.09,1176.09,1331.4,1704.49,2157.22,2339.01,2397.01,3136.28,4781.56,5449.57,5804.5,6138.51,6138.58,6422.6
974,Benin,3,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,56.5,60.5,60.5,60.5,60.5,61.5,142.5,169.5,193.5,144.5,98.5,99.5,61.5,140.39,100.7,101.7,203.4,203.4,177.4,304.4,304.44,304.44,329.44
975,Botswana,4,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,227.02,227.14,317.17,318.61,318.71,918.86,919.15,920.28,920.41,920.72,922.92,922.92,923.27,923.27
976,Burkina Faso,5,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,80.0,80.0,80.0,182.0,213.11,236.11,258.11,255.11,256.11,256.11,242.21,304.27,361.83,251.49,289.97,334.25,331.67,362.91,378.36,430.09,430.58,481.36,511.96
977,Burundi,6,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,69.75,70.16,75.16,75.16,75.46,76.26,104.19,104.69,104.69,104.89,111.79,126.69
978,Cameroon,7,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,790.3,789.3,861.8,861.9,871.9,876.9,901.9,922.0,937.4,1022.8,1008.4,999.2,1099.6,1274.85,1276.85,1332.35,1333.95,1448.85,1451.4,1531.4,1531.52,1532.88,1534.36
979,Cape Verde,8,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,76.11,76.11,78.21,78.79,79.59,79.43,70.32,74.12,88.49,85.34,99.62,122.14,155.81,141.13,141.13,178.49,176.6,176.76,178.55,174.47,183.68,185.89,214.84
980,Central African Republic,9,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,39.85,39.85,39.85,39.85,39.85,37.95,37.95,37.95,37.95,37.95,37.95,38.05,38.15,38.15,41.15,41.15,41.15,41.15,41.15,41.17,41.17,91.17,91.17
981,Chad,10,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,31.0,31.0,31.0,153.0,155.0,157.0,157.0,179.0,179.0,179.0,179.0,179.0,284.0,284.05,284.05,284.17,285.27,285.29,285.66,285.66,286.16,286.21,286.69
982,Comoros,11,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,12.7,12.7,11.91,12.21,25.5,18.95,17.75,15.49,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.85,24.19,24.19,24.21,24.2,23.41,27.08
983,Congo Democratic Republic,12,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,2417.16,2432.16,2432.16,2437.16,2437.16,2437.16,2437.16,2437.16,2436.16,2436.16,2446.16,2456.18,2443.25,2445.55,2446.42,2447.51,2463.27,2478.13,2654.43,2664.33,2664.33,2664.33,3036.31
984,Congo Republic,13,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,114.2,114.2,139.2,139.2,139.2,139.2,139.2,196.7,196.7,196.7,510.7,510.7,630.7,630.72,630.72,630.72,637.24,652.82,652.82,652.82,823.28,823.33,823.4
985,Cote d'Ivoire,14,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,1229.14,1229.14,1229.14,1229.14,1229.14,1229.14,1229.14,1229.14,1229.14,1229.14,1418.14,1418.14,1455.14,1555.14,1670.15,1814.42,1929.59,2205.15,2206.24,2238.35,2240.54,2281.89,2464.14
986,Egypt,15,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,17283.1,17276.5,17108.6,18845.4,19539.4,21173.4,22708.4,23288.5,24222.9,25427.3,27682.0,29732.0,31457.0,32672.0,32672.0,35319.9,38947.0,45198.15,55735.7,58433.5,59176.39,59617.3,59681.3
987,Equatorial Guinea,16,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,35.8,35.8,35.8,35.8,35.8,35.8,35.8,59.8,59.8,59.8,79.8,79.8,347.8,347.8,347.8,347.8,371.96,396.15,401.46,401.45,401.44,401.3,401.12
988,Eritrea,17,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,164.0,164.0,164.0,166.0,166.0,166.0,166.0,166.83,139.78,139.78,139.78,139.83,139.85,139.86,147.68,167.68,168.84,231.18,232.69,232.74,232.73,231.95,231.61
989,Eswatini,18,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,113.8,113.8,113.8,113.81,113.85,113.92,113.95,114.02,133.85,133.88,134.22,195.84,195.86,195.88,178.9,178.93,179.03,179.03,179.03,179.03,179.07,189.07,189.07
990,Ethiopia,19,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,566.4,687.3,672.94,648.63,918.03,918.11,918.66,875.4,924.3,1629.97,2030.69,2269.11,2269.93,2414.32,2420.11,2761.87,2748.23,4465.28,4537.93,4554.93,4816.77,4862.77,5692.77
991,Gabon,20,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,343.78,343.78,342.18,346.58,346.58,344.58,346.58,380.58,374.58,373.58,396.58,399.58,450.58,603.58,598.58,601.48,627.58,620.88,611.35,611.35,611.35,611.75,611.75
992,Gambia,21,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,29.0,29.0,32.0,35.0,40.0,44.0,48.05,53.07,53.07,62.22,74.33,74.33,75.24,92.73,93.0,93.12,93.59,93.9,104.54,105.04,105.03,123.02,122.94
993,Ghana,22,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,1657.77,1657.77,1657.77,1657.77,1735.77,1735.77,1734.1,1939.1,1987.77,1976.77,2221.27,2176.27,2286.27,2821.41,2827.41,3231.12,3817.42,4627.2,4777.71,5148.55,5338.84,5606.41,5674.94
994,Guinea,23,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,336.22,336.22,336.22,336.22,336.22,336.22,336.22,344.22,319.22,323.82,252.82,206.02,217.44,339.93,339.93,604.93,595.49,612.69,629.2,605.11,979.93,1257.26,1258.36
995,Guinea Bissau,24,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,27.2,27.2,27.2,27.2,27.2,27.2,28.0,28.31,28.31,28.31,29.17,29.17,29.17,29.17,29.17
996,Kenya,25,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,1009.81,1009.82,1012.82,1186.82,1256.83,1199.28,1139.78,1239.3,1352.86,1422.16,1517.55,1603.72,1658.29,1677.11,1942.14,2388.04,2462.75,2473.49,2865.26,2892.19,3046.72,3222.26,3341.94
997,Lesotho,26,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,76.24,76.24,76.24,74.87,74.87,74.87,72.87,72.87,72.87,72.87,72.87,72.87,74.87,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.74,74.96,74.96
998,Liberia,27,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,74.8,74.8,74.8,74.8,77.8,77.8,77.8,82.8,82.8,82.8,92.21,95.86,95.9,97.57,97.57,97.59,125.05,193.43,193.61,193.61,193.61,193.61,193.61
999,Libya,28,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,4253.0,4253.0,4418.0,4418.2,4418.7,5043.2,5043.7,5794.2,5794.7,5795.2,8672.7,8673.2,8673.9,9173.9,9623.9,9623.9,9717.9,10243.11,10516.11,10516.11,10516.11,10817.33,11002.33
1000,Madagascar,29,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,227.63,227.64,227.64,247.69,272.69,302.69,341.07,349.16,403.64,404.32,509.81,510.44,544.15,546.5,684.25,687.09,689.15,751.26,819.32,819.62,819.42,819.42,873.07
1001,Malawi,30,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,364.21,364.21,364.22,349.23,359.93,359.94,359.97,360.14,345.17,353.56,353.79,355.7,356.63,424.14,426.41,429.83,439.23,504.71,537.43,603.89,603.89,682.99,723.99
1002,Mali,31,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,263.07,263.07,463.37,463.37,463.37,463.67,463.73,471.74,446.82,462.32,485.68,547.41,551.25,657.54,677.29,684.49,747.59,824.84,824.93,838.07,899.63,935.23,1102.55
1003,Mauritania,32,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,123.0,123.0,133.0,135.0,145.0,145.0,156.0,156.0,172.1,182.1,212.1,212.1,216.5,247.5,256.4,466.42,483.02,483.02,571.0,586.53,586.53,626.53,628.03
1004,Mauritius,33,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,579.54,619.34,615.34,613.32,617.22,726.77,690.62,733.22,705.42,749.24,779.32,761.32,774.36,777.31,769.27,792.97,829.86,906.98,876.97,901.78,910.16,912.15,910.13
1005,Morocco,34,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,4395.32,4395.62,4417.32,4516.52,4630.42,5246.32,5247.12,5308.27,5309.17,6152.77,6361.08,6395.71,6711.71,7361.71,8018.13,8182.03,8363.8,8852.83,10972.83,10712.24,10662.33,11003.33,10864.93
1006,Mozambique,35,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,2254.31,2275.26,2276.72,2278.22,2278.22,2278.22,2278.22,2290.87,2294.54,2294.54,2294.57,2293.23,2413.26,2540.48,2587.78,2793.68,2773.68,2774.73,2880.32,2944.45,2947.01,2947.01,2989.01
1007,Namibia,36,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,386.57,386.75,387.1,387.16,387.18,387.41,387.7,388.26,388.8,399.46,400.28,426.73,520.45,523.97,555.85,560.35,566.75,610.56,634.81,687.25,691.25,691.25,716.25
1008,Niger,37,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,183.1,183.2,183.2,183.3,183.4,183.6,183.7,183.7,183.8,183.8,184.7,229.6,260.6,261.6,262.6,263.6,264.6,345.64,363.64,379.64,379.64,379.64,510.64
1009,Nigeria,38,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,5585.2,5585.2,5585.2,6785.2,6785.2,6985.2,7587.28,8107.28,8616.28,8849.47,8573.7,9089.68,9089.87,10010.67,10579.9,10586.93,12537.52,12573.23,13038.66,13093.22,13217.99,13254.85,13289.17
1010,Rwanda,39,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,43.8,43.8,43.8,43.8,43.8,56.3,71.04,71.39,71.39,94.99,104.47,110.15,111.21,115.44,130.93,205.01,225.23,229.96,234.95,249.33,259.13,259.13,299.47
1011,Sao Tome and Principe,40,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,3.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,7.4,14.2,16.6,16.6,16.6,18.7,23.52,29.67,29.87,29.87,30.57,30.56,30.42,30.23
1012,Senegal,41,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,414.7,417.94,418.08,421.22,421.36,422.5,468.04,468.2,553.06,546.37,559.79,562.69,569.9,593.6,612.0,613.0,766.5,837.5,1153.7,1221.9,1325.4,1391.9,1534.9
1013,Seychelles,42,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,88.5,89.79,83.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,90.57,91.38,94.57,111.8,113.07,112.62,118.99,118.99,125.44,126.31
1014,Sierra Leone,43,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.03,45.04,45.07,75.37,90.7,91.03,91.17,135.65,163.17,163.23,171.22,201.75,237.76,237.76,237.8,242.8
1015,Somalia,44,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,60.0,60.0,60.0,66.0,66.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,82.2,82.2,82.3,82.97,87.47,90.44,110.62,110.62,119.09,133.09,156.59
1016,South Africa,45,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,35949.39,38123.39,38126.55,38426.55,37787.55,38387.56,38583.56,41252.06,42342.32,42460.34,42578.11,43087.45,43468.25,44055.84,47025.25,47744.2,50552.85,53456.34,56194.39,56295.48,60097.23,61951.64,62635.57
1017,South Sudan,46,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,80.16,80.16,80.16,80.16,80.43,131.85,132.14,165.24,165.24,166.68,181.87
1018,Sudan,47,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,662.0,662.0,686.01,1067.01,1361.1,1389.2,1436.21,1456.4,1934.52,2934.88,3191.27,3192.51,3301.07,3307.67,3309.58,3314.91,3357.22,3366.8,3672.49,3696.49,3733.13,3751.86,3805.86
1019,Tanzania,48,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,765.03,765.07,865.3,874.8,874.8,937.64,938.35,1040.35,1066.32,1112.12,1137.96,1433.28,1602.4,1669.03,1630.34,1586.39,1744.18,1749.25,1993.88,1999.48,2003.58,2004.08,2004.4
1020,Togo,49,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,87.4,87.4,87.4,86.6,107.85,108.93,108.93,108.93,108.93,108.93,238.93,238.93,238.94,238.94,238.96,239.0,239.03,239.92,242.43,244.4,246.13,343.17,343.17
1021,Tunisia,50,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,2857.49,2857.62,2857.73,2943.51,3061.55,3300.56,3334.58,3314.59,3655.69,3807.09,3810.5,4219.59,4281.57,4541.54,5007.07,4978.55,5242.06,5356.08,5148.75,5461.05,6027.89,6027.89,6580.08
1022,Uganda,51,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,263.2,263.8,304.1,304.7,305.3,368.0,420.4,422.7,623.0,588.48,633.61,634.94,739.63,849.91,905.41,917.91,919.98,964.55,1010.42,1280.97,1296.62,1298.66,1324.62
1023,Zambia,52,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,1887.83,1887.83,1887.83,1827.83,1827.83,1827.83,1827.83,1769.14,1799.31,1807.31,2021.31,2021.31,2028.31,2372.37,2442.62,2483.27,2899.91,2969.91,2966.04,3054.68,3055.68,3362.88,3821.9
1024,Zimbabwe,53,"Electricity installed capacity, Total",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/database,Africa Energy Portal,1918.69,1918.69,1938.69,1938.69,1938.69,1938.69,1938.69,1938.69,2022.69,2023.19,2024.31,2052.5,2053.23,2059.31,2060.04,2074.88,2078.97,2085.83,2389.37,2392.62,2394.92,2408.85,2471.71
1025,Algeria,1,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,5846.21,5842.7,6333.81,6465.24,6757.24,7576.02,8017.26,8629.46,8740.33,11565.66,11751.09,11857.06,13317.88,15632.26,16491.36,17733.73,19574.4,19995.9,21583.9,23923.5,24763.5,25219.5,26019.5
1026,Angola,2,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,194.2,197.4,197.4,197.4,199.4,199.4,200.42,230.42,232.52,232.52,388.52,543.82,831.32,1204.02,1318.52,1376.52,1384.52,2336.86,2336.86,2356.86,2356.86,2356.86,2356.86
1027,Benin,3,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,56.0,60.0,60.0,60.0,60.0,61.0,142.0,169.0,193.0,144.0,98.0,99.0,61.0,139.89,100.0,100.0,200.0,200.0,174.0,301.0,301.0,301.0,301.0
1028,Botswana,4,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,227.0,227.0,317.0,317.0,317.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0
1029,Burkina Faso,5,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,48.0,48.0,48.0,150.0,181.0,204.0,226.0,223.0,224.0,224.0,210.0,272.0,329.0,218.0,256.0,296.0,293.0,289.16,289.16,339.16,339.16,389.16,389.16
1030,Burundi,6,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,15.5,15.5,20.5,20.5,20.5,20.5,50.5,50.5,50.5,50.5,50.5,50.5
1031,Cameroon,7,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,71.0,70.0,142.5,142.5,152.5,157.5,182.5,202.5,217.9,303.0,284.1,268.3,368.3,538.75,538.75,592.45,592.45,705.0,705.0,705.0,705.0,706.36,706.36
1032,Cape Verde,8,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,76.11,76.11,76.11,76.11,77.19,77.03,68.22,72.02,86.39,83.24,92.32,99.64,123.04,108.36,108.36,145.33,143.34,143.34,140.94,133.5,141.9,141.9,165.0
1033,Central African Republic,9,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,21.0,21.0,21.0,21.0,21.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,72.0,72.0
1034,Chad,10,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,29.0,29.0,29.0,151.0,153.0,155.0,155.0,177.0,177.0,177.0,177.0,177.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
1035,Comoros,11,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,12.7,12.7,11.3,11.6,24.05,17.5,16.3,14.04,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
1036,Congo Democratic Republic,12,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,29.0,39.0,26.0,28.0,28.0,29.0,29.0,29.0,31.84,31.84,31.84,31.84,75.57
1037,Congo Republic,13,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,28.0,28.0,53.0,53.0,53.0,53.0,53.0,110.5,110.5,110.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,426.66,426.66,426.66,596.66,596.66,596.66
1038,Cote d'Ivoire,14,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,625.14,625.14,625.14,625.14,625.14,625.14,625.14,625.14,625.14,625.14,814.14,814.14,851.14,951.14,1066.14,1210.14,1325.14,1325.14,1325.14,1355.14,1355.14,1395.14,1576.14
1039,Djibouti,15,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,85.0,100.0,110.0,112.0,118.0,118.0,118.0,118.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,123.0,123.0,123.0,123.0,123.0,123.0
1040,Egypt,16,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,14356.0,14349.0,14181.0,15917.0,16535.0,18169.0,19619.0,20119.0,20960.0,22119.0,24245.0,26275.0,28000.0,29215.0,29215.0,31661.9,35266.0,41396.15,50942.5,52743.8,53242.89,53359.8,53359.8
1041,Equatorial Guinea,17,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,30.2,30.2,30.2,30.2,30.2,30.2,30.2,54.2,54.2,54.2,74.2,74.2,222.2,222.2,222.2,222.2,246.2,270.2,273.97,273.97,273.97,273.97,273.97
1042,Eritrea,18,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,164.0,164.0,164.0,166.0,166.0,166.0,166.0,166.0,138.95,138.95,138.95,139.0,139.0,139.0,139.0,159.0,159.0,205.0,206.0,206.0,206.0,206.0,206.0
1043,Eswatini,19,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9
1044,Ethiopia,20,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,160.75,209.65,195.29,136.98,196.38,196.46,197.01,153.75,202.65,188.29,129.0,189.0,189.0,190.0,190.0,143.0,99.2,99.2,87.0,104.0,104.0,104.0,104.0
1045,Gabon,21,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,173.2,173.2,171.6,176.0,176.0,174.0,176.0,210.0,204.0,203.0,226.0,229.0,280.0,273.0,268.0,269.6,295.7,289.0,279.47,279.47,279.47,279.47,279.47
1046,Gambia,22,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,29.0,29.0,32.0,35.0,40.0,44.0,48.0,53.0,53.0,62.0,74.0,74.0,74.0,91.4,91.4,91.4,91.4,91.4,102.0,102.0,102.0,120.0,120.0
1047,Ghana,23,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,580.0,580.0,580.0,580.0,550.0,550.0,550.0,755.0,801.0,790.0,1034.5,989.5,1099.5,1231.5,1231.5,1606.5,2188.5,2992.5,3113.0,3473.0,3638.5,3848.5,3913.5
1048,Guinea,24,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,208.0,208.0,208.0,208.0,208.0,208.0,208.0,216.0,191.0,195.0,124.0,77.2,86.6,210.6,210.6,235.6,226.0,243.0,247.0,226.8,376.0,428.0,428.0
1049,Guinea Bissau,25,Installed Capacity in Fossil Fuels,MW,Electricity,Technical,"Electricity, Installed Capacity in Fossil Fuels",https://africa-energy-portal.org/database,Africa Energy Portal,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,27.2,27.2,27.2,27.2,27.2,27.2,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
